,mcap,EP,FCP,ShYield,ROA,ROE,GPA,AssetGrowth,Accruals_est,Accruals_dolt,Accruals,ret_1y,vol_1y,dd_1y,ret_2y,vol_2y,dd_2y,ret_5y,vol_5y,dd_5y,downside_dev,beta_spy,max_dd_monthly,EP_z,FCP_z,ShYield_z,GPA_z,AssetGrowth_z,Accruals_z,Score
ADP,,0.03880701278885462,,,0.07303894801858334,,0.1694270138658885,-0.018273558892402328,,-0.0355,-0.0355,-0.14464189431698382,0.17197318161425823,-0.20192480620250486,0.16794518453809415,0.16356604405997768,-0.20192480620250475,0.6389888073689811,0.21409775070473414,-0.20192480620250486,0.19954512878831096,0.7829964765399111,-0.21514275174173914,-0.05514557889950613,,,-0.5651890505150229,-0.6005017866109191,-0.7389683138693196,0.7191354710657097
ADSK,,0.015874060622677565,,,0.0983799844365317,,0.564529440894192,0.08995983935742972,,-0.0232749999999999,-0.0232749999999999,0.04021932510254356,0.19364774714373034,-0.15911867774019361,0.3901022058776271,0.26947077139320996,-0.2258659253949432,0.08353853172154202,0.315961020838708,-0.46451591536387504,0.32543545759209785,1.4572683961903734,-0.46451591536387515,-0.6641721145535646,,,1.6419099920980305,0.06793355932629346,-0.019835533286082556,0.929639851504255
AEE,,0.04480992671829118,,,0.027238520195797675,,0.08406868458148802,0.10136060849435442,,-0.024975,-0.024975,0.10751878297724637,0.13923546794412262,-0.0404366028542833,0.3947138149180267,0.15898522209715638,-0.048634109783491586,0.5107982669193087,0.18786695565361347,-0.23110530390914652,0.14736792008995567,0.393586680694604,-0.2311053039091464,0.10427279200113344,,,-1.0420129674411374,0.13834322201100346,-0.11983763774347035,-0.956245759707537
AEP,,0.05695463729392142,,,0.03514647897225174,,0.12437194579678562,0.08186796971771465,,-0.0221999999999999,-0.0221999999999999,0.23300934012289787,0.17891518193644385,-0.044448287691421506,0.6108574293435141,0.1724444698076086,-0.0923089270024221,0.6832048471712535,0.19313974729095235,-0.22824221564874925,0.1916366403336292,0.41837530601514183,-0.25146860225925227,0.42679781864406313,,,-0.8168731475936251,0.01795922821071133,0.04340109159137948,-0.45143564875165276
AES,,0.10866373072214222,,,0.02081770635320229,,0.04184091819853886,0.016841928861703465,,-0.02165,-0.02165,0.10862642649747944,0.38188464440641245,-0.21067254141199954,-0.12545189093038744,0.4482211526625222,-0.5198162472212678,-0.1989100904557718,0.39102993507149053,-0.6223172047235441,0.3246002689019467,0.9357905483208158,-0.6223172047235441,1.8000274754367032,,,-1.2779033502375414,-0.3836331159027435,0.07575471362170311,0.8300025274802021
AFL,,0.0753482276154266,,,0.01985327962004228,,,0.0380134478396911,,-0.008225,-0.008225,-0.046030897371503565,0.17190518564275106,-0.10146033151072265,0.34321046412551404,0.20342671213062932,-0.11870580056121849,1.721136867977012,0.20677365235142772,-0.1345441342554038,0.21744686668425314,0.836095046211627,-0.3723101337499972,0.9152732888134903,,,,-0.25288057702928735,0.8654772149983805,0.3026766508443972
AIG,,0.06648936247306014,,,0.019428915011402873,,,-0.011430103043659538,,-0.014925,-0.014925,0.049318484325687084,0.20398206260573898,-0.1023776482413058,0.2518968463934541,0.17856052111536813,-0.10237764824130591,1.3087960589080208,0.24070899749839103,-0.23438554594741356,0.31931460511887816,1.0030751229026684,-0.6007378025611763,0.6800099041264005,,,,-0.5582374961827331,0.4713512739016401,0.7668961264074936
AIZ,,0.07128376765118023,,,0.02035960109947525,,,0.051902407248393685,,-0.0088,-0.0088,-0.05193266837594912,0.20980797982598132,-0.12291002269654072,0.29702804471508903,0.23443753885119265,-0.16593209534143116,0.784506300306155,0.22300827739244652,-0.3272476086727202,0.21323219510735092,0.6011806569753985,-0.3272476086727205,0.807334112322275,,,,-0.16710417587042953,0.8316529737848541,0.14278531440785036
AJG,,0.02720388557176533,,,0.023808539360400297,,0.07885499655080115,0.27163187991309,,-0.006725,-0.006725,-0.21553212148560774,0.3205336378257488,-0.2977476591496028,-0.009518155173615317,0.27497753497457933,-0.29774765914960266,1.223035536042104,0.23632461715463443,-0.2977476591496029,0.21078408863587314,0.7002253725768914,-0.2977476591496029,-0.3632878678020002,,,-1.0711373794260526,1.189916378304543,0.9537143659901879,-3.578055991522784
AKAM,,0.04521669200585211,,,0.041346265712377754,,0.23512677856504988,0.044471036126576845,,-0.0469749999999999,-0.0469749999999999,-0.20729630461231063,0.22613385528788257,-0.25395397756835836,-0.35488618050039544,0.20982386630085575,-0.39519600138756805,-0.27997297612643024,0.25528512229794154,-0.39519600138756794,0.28773697934904785,0.594894784233251,-0.39519600138756783,0.1150751890110103,,,-0.1981807057218527,-0.21299935431741282,-1.4139825189566415,1.5438763565632119
